OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
BEIDOU-3 IGSO-3,2019-073A,2024-08-15T13:38:28.363776,1.00284655,0.0041362,55.9471,288.0986,189.5899,170.4537,0,U,44709,999,1771,0,-1.5e-06,0
STARLINK-1007,2019-074A,2024-08-16T14:00:01.000224,15.75855814,0.000368,53.0482,208.8388,89.1221,137.9015,0,U,44713,999,26323,0.0008451,0.00134626,0
STARLINK-1008,2019-074B,2024-08-16T07:41:40.541568,15.06407578,0.0001396,53.0524,227.1054,85.9002,274.2147,0,U,44714,999,26295,0.00087641,0.00012799,0
STARLINK-1009,2019-074C,2024-08-16T07:25:43.494816,15.06400193,0.0001316,53.0529,227.1565,102.6517,257.4619,0,U,44715,999,26277,0.00050453,7.241e-05,0
STARLINK-1010,2019-074D,2024-08-16T06:16:43.778784,15.06394234,0.000162,53.051,227.3663,85.6973,274.4201,0,U,44716,999,26275,0.00024734,3.404e-05,0
STARLINK-1011,2019-074E,2024-08-16T07:49:36.442272,15.06405892,0.0001477,53.0524,247.0801,76.104,284.0113,0,U,44717,999,26250,0.00049387,7.083e-05,0
STARLINK-1012,2019-074F,2024-08-16T19:54:07.676064,15.0640413,0.0001337,53.054,224.8222,89.782,270.3322,0,U,44718,999,26302,0.00012514,1.583e-05,0
STARLINK-1013,2019-074G,2024-08-16T07:20:24.804096,15.0641315,0.0001748,53.0517,227.1731,82.2705,277.8483,0,U,44719,999,26390,0.00022752,3.11e-05,0
STARLINK-1014,2019-074H,2024-08-16T07:14:08.795616,15.12271498,0.000228,53.0519,223.4792,96.5651,263.5601,0,U,44720,999,26283,0.0019337,0.00033701,0
STARLINK-1015,2019-074J,2024-08-16T05:06:58.657824,15.05587528,0.0001575,53.056,227.9224,94.6055,265.5114,0,U,44721,999,26292,7.8258e-05,8.61e-06,0
STARLINK-1017,2019-074L,2024-08-16T06:22:03.584064,15.06406839,0.0001432,53.0527,227.3527,88.9187,271.1966,0,U,44723,999,26277,0.00081286,0.00011849,0
STARLINK-1019,2019-074M,2024-08-16T19:48:48.776256,15.06403258,0.0001466,53.0529,224.8367,100.991,259.1244,0,U,44724,999,26302,0.00019639,2.645e-05,0
STARLINK-1020,2019-074N,2024-08-16T08:48:00.313920,15.06413801,0.0001334,53.0528,246.9002,92.145,267.9692,0,U,44725,999,26250,0.00058258,8.41e-05,0
STARLINK-1021,2019-074P,2024-08-16T19:43:30.242784,15.06406874,0.0001605,53.0536,224.867,68.0641,292.0519,0,U,44726,999,26302,0.00062068,8.977e-05,0
STARLINK-1027,2019-074V,2024-08-16T06:56:33.550944,15.06395225,0.0001401,53.0539,247.2552,91.3878,268.7271,0,U,44732,999,26249,0.00026353,3.645e-05,0
STARLINK-1028,2019-074W,2024-08-16T06:53:52.772640,15.06423627,0.0001291,53.0517,227.2551,84.7285,275.3851,0,U,44733,999,26277,0.00068956,0.00010011,0
STARLINK-1029,2019-074X,2024-08-16T02:28:29.670816,15.06417209,0.0001127,53.0536,148.078,109.3004,250.8107,0,U,44734,999,26384,0.00079457,0.00011579,0
STARLINK-1030,2019-074Y,2024-08-16T08:42:41.785632,15.06400861,0.0001363,53.0533,246.9148,90.0699,270.0446,0,U,44735,999,26250,0.00038658,5.481e-05,0
STARLINK-1031,2019-074Z,2024-08-16T07:28:24.277440,15.06404866,0.0001395,53.0513,247.1481,84.4573,275.6575,0,U,44736,999,26267,0.00066057,9.573e-05,0
STARLINK-1032,2019-074AA,2024-08-16T07:44:19.222080,15.06410528,0.0001532,53.0525,247.0939,85.6734,274.443,0,U,44737,999,26250,0.00082072,0.00011968,0
STARLINK-1035,2019-074AD,2024-08-16T07:39:01.251072,15.06401719,0.0001366,53.0529,247.1211,92.0698,268.0447,0,U,44740,999,26267,0.0005746,8.288e-05,0
STARLINK-1036,2019-074AE,2024-08-16T07:54:55.163232,15.06419867,0.0001462,53.0528,247.0613,90.984,269.1316,0,U,44741,999,26267,0.00066065,9.578e-05,0
STARLINK-1038,2019-074AG,2024-08-16T09:06:33.805152,15.06480838,0.0001783,53.052,266.8399,47.4737,312.6403,0,U,44743,999,26232,0.0027686,0.0004129,0
STARLINK-1039,2019-074AH,2024-08-16T07:46:58.033920,15.06418291,0.0001463,53.0532,267.0911,87.9842,272.1315,0,U,44744,999,26222,0.00062631,9.064e-05,0
STARLINK-1041,2019-074AK,2024-08-16T22:00:01.999584,15.84359008,0.0007813,53.046,219.6134,55.3862,269.6569,0,U,44746,999,26311,0.0014523,0.00351322,0
STARLINK-1042,2019-074AL,2024-08-16T08:16:13.845216,15.20072859,0.0001059,53.0518,255.9159,190.5076,169.5897,0,U,44747,999,26239,0.0010531,0.00022766,0
STARLINK-1043,2019-074AM,2024-08-16T08:50:40.683552,15.0641037,0.0001401,53.0531,266.8907,97.8149,262.2999,0,U,44748,999,26223,0.00092678,0.00013554,0
STARLINK-1046,2019-074AQ,2024-08-16T09:11:54.181536,15.06409087,0.000145,53.0535,266.8239,93.6012,266.5143,0,U,44751,999,26240,0.00075521,0.00010988,0
STARLINK-1047,2019-074AR,2024-08-16T08:05:32.116128,15.06411383,0.0001573,53.0529,247.0298,94.9888,265.128,0,U,44752,999,26250,0.00035981,5.083e-05,0
STARLINK-1048,2019-074AS,2024-08-16T06:37:58.107936,15.06424427,9.74e-05,53.0518,227.3019,71.0361,289.0734,0,U,44753,999,26277,0.00091684,0.0001341,0
STARLINK-1052,2019-074AW,2024-08-16T14:00:01.000224,15.31833789,0.0007991,53.0364,218.9246,34.0634,332.0649,0,U,44757,999,26309,0.0029821,0.00093817,0
STARLINK-1053,2019-074AX,2024-08-16T08:45:22.249440,15.0641563,0.0001289,53.0532,266.9934,81.066,279.0475,0,U,44758,999,26240,0.00078738,0.00011471,0
STARLINK-1054,2019-074AY,2024-08-16T09:54:21.263904,15.06424354,0.0001423,53.054,266.6941,99.408,260.707,0,U,44759,999,25988,0.00089847,0.00013135,0
STARLINK-1055,2019-074AZ,2024-08-16T16:00:00.999936,15.41810679,0.0006691,53.0108,201.3801,41.047,26.2824,0,U,44760,999,26335,0.0037635,0.001651,0
STARLINK-1056,2019-074BA,2024-08-16T08:13:29.014752,15.06411203,0.0001683,53.0527,266.9986,52.4004,307.7137,0,U,44761,999,26223,0.00028235,3.928e-05,0
STARLINK-1057,2019-074BB,2024-08-16T08:16:08.865984,15.0640797,0.0001376,53.0529,246.9947,86.7139,273.4007,0,U,44762,999,26250,0.0003918,5.56e-05,0
STARLINK-1058,2019-074BC,2024-08-16T07:57:39.010464,15.0642787,0.0001641,53.0542,267.4022,87.5069,272.6108,0,U,44763,999,26222,0.0011264,0.00016549,0
STARLINK-1059,2019-074BD,2024-08-16T19:29:29.626080,15.50125031,0.0007284,53.0739,156.4779,65.3234,294.8532,0,U,44764,999,26402,0.0013502,0.00077678,0
STARLINK-1060,2019-074BE,2024-08-16T08:37:22.846944,15.06411227,0.0001601,53.0531,246.9316,102.0595,258.0574,0,U,44765,999,26250,0.00044379,6.337e-05,0
STARLINK-1061,2019-074BF,2024-08-16T08:34:44.262336,15.06419438,0.0001434,53.0523,266.9418,90.181,269.9343,0,U,44766,999,26223,0.00063189,9.148e-05,0
STARLINK-1062,2019-074BG,2024-08-16T06:32:46.046688,15.06426789,0.0002238,53.054,267.9007,96.8967,263.2277,0,U,44767,999,26221,0.0012622,0.00018583,0
STARLINK-1063,2019-074BH,2024-08-16T08:55:59.236896,15.06408546,0.000142,53.0536,266.8727,88.6952,271.42,0,U,44768,999,26224,0.00088425,0.00012917,0
STARLINK-1067,2019-074BL,2024-08-16T08:40:03.320256,15.06421297,0.0001509,53.0529,266.9261,103.7608,256.3549,0,U,44771,999,26223,0.00047634,6.825e-05,0
STARLINK-1068,2019-074BM,2024-08-16T06:51:16.315200,15.06317371,0.0001189,53.0531,247.2563,107.9017,252.2101,0,U,44772,999,26249,0.0014177,0.00020851,0
JILIN-1 GAOFEN 2A,2019-075A,2024-08-16T19:20:04.318656,15.17552984,0.0009064,97.5745,294.8502,286.7498,73.2741,0,U,44777,999,26261,0.00096546,0.00019367,0
NINGXIA-1 1,2019-076A,2024-08-16T16:14:18.694464,14.01892916,0.0011737,45.0069,291.3825,231.0701,128.9088,0,U,44779,999,24390,0.00021305,1.97e-06,0
NINGXIA-1 2,2019-076B,2024-08-16T15:53:52.363104,14.01860182,0.0008901,45.0095,291.663,224.0707,135.9418,0,U,44780,999,24390,0.00021844,2.05e-06,0
NINGXIA-1 3,2019-076C,2024-08-16T15:31:03.331776,14.01835587,0.0010515,45.0008,290.3807,214.9824,145.032,0,U,44781,999,24390,0.00021251,1.96e-06,0
NINGXIA-1 4,2019-076D,2024-08-16T16:53:33.299232,14.01894151,0.0013831,45.0094,291.1232,202.07,157.9539,0,U,44782,999,24391,0.0002159,2.02e-06,0
NINGXIA-1 5,2019-076E,2024-08-16T16:32:46.566240,14.01882105,0.0012399,45.0067,290.6759,220.7523,139.2384,0,U,44783,999,24391,0.00021514,2e-06,0
CZ-6 R/B,2019-076F,2024-08-16T02:26:08.736000,14.17770092,0.0088061,45.0074,86.448,160.2625,200.1656,0,U,44784,999,24658,0.00016579,2.19e-06,0
KL-ALPHA A,2019-077A,2024-08-16T20:09:27.984672,13.55934145,0.0008936,88.9098,296.8192,257.3858,102.6296,0,U,44785,999,23502,0.00023528,1.77e-06,0
KL-ALPHA B,2019-077B,2024-08-16T19:53:58.638624,13.55900673,0.0024558,88.8946,295.3614,303.2676,56.6125,0,U,44786,999,23447,0.00018687,1.43e-06,0
KZ-1A R/B,2019-077C,2024-08-16T10:23:47.026752,15.38798721,0.022889,88.8383,244.4098,138.1811,223.7192,0,U,44787,999,25544,0.0013127,0.00128737,2.6269e-06
BEIDOU-3 M22,2019-078A,2024-08-16T12:07:12.124416,1.86232206,0.0004788,54.5161,323.2707,28.3785,331.6905,0,U,44793,999,3218,0,-6.6e-07,0
BEIDOU-3 M21,2019-078B,2024-08-16T02:20:40.614720,1.86232658,0.0002689,54.4899,323.2597,21.6697,338.3837,0,U,44794,999,3217,0,-6.7e-07,0
YZ-1 R/B,2019-078C,2024-08-15T18:06:50.070816,1.78049918,0.0073134,54.7715,329.1342,40.2983,320.2724,0,U,44795,999,3077,0,-7e-07,0
CZ-3B R/B,2019-078D,2024-08-16T02:29:22.523424,4.80755524,0.5402982,54.9385,69.694,37.4668,350.1978,0,U,44796,999,8119,0.0020997,1.835e-05,0
COSMOS 2543,2019-079D,2024-08-16T21:03:46.615968,16.06134818,0.0008385,97.722,1.4955,127.7713,232.4328,0,U,44835,999,25989,0.0011636,0.00845084,0.00037682
OBJECT E,2019-079E,2024-08-16T19:39:19.405440,14.80565718,0.018406,97.6866,249.1139,27.1899,333.8807,0,U,45915,999,22040,0.00082019,8.364e-05,0
RISAT-2BR2,2020-081A,2024-08-16T11:39:11.226240,14.99186295,0.0007147,36.8976,236.7548,80.8755,279.2794,0,U,46905,999,20680,0.00078471,9.677e-05,0
KSM1-C,2020-081B,2024-08-16T20:52:01.501248,15.10264277,0.0002106,36.8924,184.0971,6.9553,353.1219,0,U,46906,999,20739,0.0010082,0.00016798,0
KSM1-D,2020-081C,2024-08-16T20:48:05.352768,15.09820866,0.000345,36.8963,185.4087,54.4136,305.6929,0,U,46907,999,20738,0.00096378,0.00015857,0
LEMUR-2-OZARAK,2020-081D,2024-08-15T23:59:28.549536,15.48996639,0.0009642,36.8909,109.5042,282.9962,76.9718,0,U,46908,999,20813,0.0033594,0.00192013,0
LEMUR-2-JINDRA,2020-081E,2024-08-15T23:05:52.492704,15.77413316,0.0016343,36.8862,78.8743,312.7299,47.2091,0,U,46909,999,20846,0.0027357,0.00501267,0
LEMUR-2-WALLACE,2020-081F,2024-08-16T20:24:02.324160,15.69342276,0.0014525,36.8816,83.3523,302.8701,57.0664,0,U,46910,999,20848,0.0042059,0.00546828,0
LEMUR-2-JEREMIAH,2020-081G,2024-08-16T01:27:22.849632,15.45825759,0.0012706,36.9031,110.3404,269.5937,90.3363,0,U,46911,999,20814,0.0034538,0.0017664,0
KSM1-A,2020-081H,2024-08-16T21:00:28.969920,15.10111821,0.0003505,36.8956,183.5463,169.7075,190.3741,0,U,46912,999,20740,0.00097701,0.00016207,0
R2,2020-081J,2024-08-16T04:35:45.619008,15.1014318,0.0007201,36.9002,185.9419,76.8162,283.3385,0,U,46913,999,21008,0.00093589,0.0001554,0
KSM1-B,2020-081K,2024-08-16T06:48:00.550080,15.09755162,0.0005698,36.9002,188.4647,85.0615,275.0779,0,U,46914,999,20657,0.00094691,0.00015552,0
PSLV R/B,2020-081L,2024-08-16T06:16:20.619264,15.19289065,0.0034093,36.8472,72.9502,328.9562,30.917,0,U,46915,999,20847,0.00071159,0.00015531,0
TIANTONG-1 2,2020-082A,2024-08-16T21:27:35.663328,1.00273385,0.0002054,2.2065,293.9146,273.3588,205.3109,0,U,46916,999,1393,0,-3.52e-06,0
ATLAS 5 CENTAUR R/B,2020-083B,2024-08-15T04:09:04.415328,3.86387663,0.0132845,58.8341,70.8035,191.1402,168.6312,0,U,46919,999,1955,0,-1e-08,0
BRO-2,2020-085M,2024-08-16T18:03:25.649280,15.72376668,0.0001998,97.5307,33.4578,165.3131,194.819,0,U,46940,999,20896,0.0014009,0.00189391,0
DRAGRACER 2 (AUGURY),2020-085AC,2024-08-16T09:44:32.852256,15.35770889,0.0009451,97.5492,18.611,189.2948,170.8122,0,U,46955,999,20799,0.00064749,0.00022518,0
SENTINEL-6,2020-086A,2024-08-15T23:02:02.085504,12.80930653,0.000777,66.0406,87.1241,269.6355,90.3769,0,U,46984,999,17448,8.975e-05,-4e-07,0
STARLINK-1777,2020-088A,2024-08-16T00:45:42.069888,15.06409395,0.0002689,53.0558,343.4017,104.4052,255.7235,0,U,47122,999,20582,0.002424,0.00036019,0
STARLINK-1785,2020-088C,2024-08-15T14:53:12.928128,15.0637478,0.0001508,53.0547,350.2591,60.5434,299.5705,0,U,47124,999,20599,0.00032702,4.59e-05,0
STARLINK-1812,2020-088E,2024-08-16T01:22:50.742336,15.06410788,0.0001655,53.0544,343.284,100.2527,259.8648,0,U,47126,999,20583,0.00161,0.00023788,0
STARLINK-1837,2020-088G,2024-08-16T09:55:01.144416,15.06412026,0.0001212,53.0544,321.6855,104.7118,255.4005,0,U,47128,999,20616,0.00042572,6.067e-05,0
STARLINK-1838,2020-088H,2024-08-16T10:36:09.418752,15.06437937,1.95e-05,53.056,331.5611,187.5361,172.5625,0,U,47129,999,20603,0.0019551,0.0002899,0
STARLINK-1843,2020-088M,2024-08-15T15:19:02.730720,15.06430643,8.22e-05,53.0528,335.1675,109.1222,250.9856,0,U,47133,999,20590,0.0010542,0.00015469,0
STARLINK-1844,2020-088N,2024-08-15T14:33:57.608064,15.16335796,0.0003299,53.0528,342.4589,325.7898,34.2882,0,U,47134,999,20610,0.0050221,0.00099621,0
STARLINK-1845,2020-088P,2024-08-16T00:41:40.848864,15.06393791,0.000227,53.0559,333.4082,114.7187,245.4039,0,U,47135,999,20596,0.001478,0.00021798,0
STARLINK-1846,2020-088Q,2024-08-16T00:40:23.238336,15.06392891,0.000275,53.0558,343.4213,103.3834,256.7461,0,U,47136,999,20582,0.0007103,0.00010312,0
STARLINK-1849,2020-088R,2024-08-16T20:57:08.912448,15.06463099,7.92e-05,53.0553,329.6271,98.394,261.7139,0,U,47137,999,20639,0.0024029,0.00035753,0
STARLINK-1850,2020-088S,2024-08-16T00:11:54.823488,15.06408394,0.0001298,53.0557,338.8231,110.2664,249.8465,0,U,47138,999,20589,0.0022571,0.00033506,0
STARLINK-1852,2020-088T,2024-08-16T01:24:52.057440,15.06416802,8.61e-05,53.0545,348.4818,89.6346,270.4742,0,U,47139,999,20575,0.0025561,0.00038015,0
STARLINK-1854,2020-088V,2024-08-15T23:37:59.462400,15.06392662,0.000103,53.0557,333.6116,83.1333,276.9773,0,U,47141,999,20596,0.0025937,0.00038556,0
STARLINK-1856,2020-088X,2024-08-15T15:13:44.493600,15.06419108,0.0001521,53.0551,335.1816,105.9346,254.1811,0,U,47143,999,20590,0.00075856,0.00011041,0
STARLINK-1857,2020-088Y,2024-08-16T10:00:21.279744,15.0640008,0.0001365,53.0554,321.6724,94.038,266.0765,0,U,47144,999,20616,0.00087297,0.00012745,0
STARLINK-1860,2020-088AB,2024-08-16T21:06:59.705280,15.1156171,0.0008368,53.0522,338.6115,343.9437,16.1288,0,U,47147,999,20622,0.001439,0.00024495,0
STARLINK-1861,2020-088AC,2024-08-16T00:25:45.422976,15.0638308,0.0002085,53.0551,333.4632,37.7445,322.369,0,U,47148,999,20596,0.0017354,0.0002565,0
STARLINK-1862,2020-088AD,2024-08-16T01:06:55.473696,15.06413969,0.0001542,53.0547,343.334,131.0082,229.104,0,U,47149,999,20656,0.002753,0.00040979,0
STARLINK-1863,2020-088AE,2024-08-16T10:30:50.658048,15.06394166,0.000246,53.0547,331.5756,89.9128,270.2143,0,U,47150,999,20603,0.0011346,0.00016656,0
STARLINK-1864,2020-088AF,2024-08-16T00:56:18.453408,15.06377468,0.0001579,53.0558,343.3713,74.7064,285.4099,0,U,47151,999,20582,4.2649e-05,3.53e-06,0
STARLINK-1866,2020-088AG,2024-08-15T15:00:28.371168,15.06376338,0.0001724,53.0562,345.2163,95.4799,264.6387,0,U,47152,999,20601,0.003398,0.00050664,0
STARLINK-1867,2020-088AH,2024-08-15T14:58:33.719232,15.06421603,0.0001264,53.0564,350.4732,145.3835,214.7236,0,U,47153,999,20594,0.0030534,0.0004552,0
STARLINK-1869,2020-088AK,2024-08-15T21:33:16.878528,15.06402708,0.0001239,53.0556,354.0023,65.036,295.0757,0,U,47155,999,20566,0.0022544,0.0003346,0
STARLINK-1871,2020-088AM,2024-08-15T16:05:29.704416,15.06437066,4.09e-05,53.0554,345.0214,210.349,149.7475,0,U,47157,999,20577,0.0022717,0.00033752,0
STARLINK-1873,2020-088AN,2024-08-16T00:36:24.384672,15.06422264,0.0001573,53.0562,333.4296,122.3463,237.7679,0,U,47158,999,20596,0.0029185,0.00043485,0
STARLINK-1876,2020-088AR,2024-08-15T23:48:37.306080,15.06419893,0.0002199,53.0561,333.5765,74.2362,285.8869,0,U,47161,999,20596,0.0019306,0.00028608,0
STARLINK-1877,2020-088AS,2024-08-16T01:17:30.419520,15.06377943,0.000156,53.0554,343.3008,81.2306,278.8859,0,U,47162,999,20583,2.9196e-05,1.53e-06,0
STARLINK-1878,2020-088AT,2024-08-16T02:03:58.848192,15.06402658,0.000166,53.0534,353.1576,95.9173,264.2006,0,U,47163,999,20569,0.0012005,0.00017646,0
STARLINK-1879,2020-088AU,2024-08-16T09:44:23.746560,15.0640331,3.53e-05,53.0549,321.7223,141.7675,218.3339,0,U,47164,999,20616,0.00018162,2.425e-05,0
STARLINK-1880,2020-088AV,2024-08-16T00:19:06.902112,15.06420216,0.0001945,53.0567,343.4837,91.6464,268.4748,0,U,47165,999,20582,0.0024344,0.00036186,0
STARLINK-1884,2020-088AX,2024-08-15T16:00:12.368448,15.06421633,0.000181,53.0544,345.0401,35.0982,325.0126,0,U,47167,999,20577,0.00076847,0.0001119,0
STARLINK-1887,2020-088BA,2024-08-16T01:12:13.338432,15.06423108,0.0001349,53.0564,343.3171,65.5682,294.5447,0,U,47170,999,20583,0.0017573,0.00026007,0
STARLINK-1888,2020-088BB,2024-08-16T00:04:31.029024,15.06403939,0.0001436,53.0552,333.5324,250.2886,109.7948,0,U,47171,999,20596,0.00042081,5.993e-05,0
STARLINK-1890,2020-088BD,2024-08-16T01:28:06.180960,15.06396606,0.0001148,53.0559,343.2693,62.0515,298.059,0,U,47173,999,20612,0.0012252,0.00018013,0
STARLINK-1891,2020-088BE,2024-08-15T16:10:50.536992,15.06394835,0.000128,53.0576,345.0052,94.1085,266.0051,0,U,47174,999,20577,0.0029015,0.00043196,0
STARLINK-1895,2020-088BF,2024-08-16T09:39:05.005728,15.06410004,0.0001535,53.0559,321.7403,68.2548,291.8605,0,U,47175,999,20616,-1.1431e-05,-4.52e-06,0
STARLINK-1907,2020-088BH,2024-08-15T23:43:17.080896,15.06419329,9.82e-05,53.0557,333.5941,276.6456,83.4421,0,U,47177,999,20596,0.0013474,0.00019855,0
STARLINK-1912,2020-088BJ,2024-08-15T00:57:53.494272,15.06405869,0.0002106,53.0548,347.8508,102.2701,257.8523,0,U,47178,999,20567,-0.00013355,-2.271e-05,0
STARLINK-1913,2020-088BK,2024-08-15T15:00:30.757536,15.0641662,0.0001096,53.0544,355.2234,85.5015,274.6099,0,U,47179,999,20587,0.0025784,0.00038351,0
LUCAS (JDRS-1),2020-089A,2024-08-16T13:41:26.277792,1.00270146,0.0002778,0.0166,101.8815,32.5607,127.1388,0,U,47202,999,1370,0,-2.33e-06,0
FALCON EYE 2,2020-090A,2024-08-16T19:54:45.266976,14.84930707,0.0001332,97.8519,303.2156,104.0059,256.1304,0,U,47226,999,20090,0.00058624,4.94e-05,0
GONETS-M 20,2020-091A,2024-08-16T19:55:17.165856,12.42878447,0.0020884,82.5083,358.4808,199.1495,160.8801,0,U,47227,999,16804,0.00034385,5.8e-07,0
GONETS-M 21,2020-091B,2024-08-16T19:15:45.555840,12.42892074,0.0014711,82.5008,357.6202,211.9154,148.1036,0,U,47228,999,16803,0.00039955,6.5e-07,0
GONETS-M 22,2020-091C,2024-08-16T18:38:44.702592,12.42886952,0.002198,82.5064,358.2225,193.1496,166.9014,0,U,47229,999,16802,0.00033064,5.6e-07,0
COSMOS 2548,2020-091D,2024-08-16T20:27:52.410816,12.42909206,0.00148,82.5042,357.9361,210.237,149.7857,0,U,47230,999,16805,8.5362e-05,2.2e-07,0
GAOFEN-14,2020-092A,2024-08-16T21:19:42.126528,15.2487671,0.0004278,97.3078,303.6574,340.3809,19.7264,0,U,47231,999,20578,0.00084861,0.00021072,0
GECAM-A,2020-094A,2024-08-16T15:55:56.608896,14.95529839,0.0011514,28.996,39.1978,161.1019,199.0006,0,U,47234,999,20115,0.00069779,8.068e-05,0
GECAM-B,2020-094B,2024-08-16T15:50:26.939328,14.96244456,0.0011654,28.9972,36.1969,164.7715,195.3234,0,U,47235,999,20117,0.00074348,8.745e-05,0
DELTA 4 R/B,2020-095B,2024-08-16T12:16:15.354912,0.95076389,0.0262003,4.698,298.4225,0.018,0.1519,0,U,47238,999,483,0,-1.7e-06,0
SXM-7,2020-096A,2024-08-15T04:04:40.065888,1.00270363,0.0004857,0.0168,114.5046,7.2951,178.2354,0,U,47240,999,72,0,-1.97e-06,0
FALCON 9 R/B,2020-096B,2024-08-16T15:42:11.592576,5.83578065,0.4961556,27.036,340.2915,141.1069,267.9868,0,U,47241,999,6340,0.0022895,0.00182666,6.8068e-07
IPM 2 & BREEZE-M R/B,2020-097A,2024-08-15T23:53:55.859424,0.95298045,0.0082608,3.5395,85.0526,258.6838,100.5015,0,U,47242,999,1288,0,-9.8e-07,0
BREEZE-M DEB [TANK],2020-097B,2024-08-16T09:19:02.087904,2.19939123,0.7276167,58.4032,244.4949,64.9266,351.5084,0,U,47243,999,2945,0.00039062,2.82e-06,0
OBJECT E,2020-091E,2024-08-16T01:55:40.103328,12.43041493,0.0015237,82.5037,358.1775,215.1291,144.8786,0,U,47252,999,16685,1.599e-05,1.2e-07,0
CMS-01,2020-099A,2024-08-16T20:41:45.961728,1.00272518,0.0004906,0.051,91.057,167.1276,100.9913,0,U,47256,999,1348,0,-1.63e-06,0
PSLV R/B,2020-099B,2024-08-14T21:28:30.643104,4.46360342,0.5745973,17.7317,132.607,124.6937,303.3646,0,U,47257,999,5560,0.0016214,0.00017217,0
ZY-1 02E,2021-131A,2024-08-16T19:31:35.860800,14.3538421,6.31e-05,98.5063,307.8332,91.5821,268.5437,0,U,50465,999,13839,0.00026713,7.23e-06,0
XW-3 (CAS-9),2021-131B,2024-08-16T20:47:59.797248,14.39826482,0.0003192,98.5271,314.655,315.4649,44.6282,0,U,50466,999,13873,0.00071273,2.193e-05,0
CZ-4C R/B,2021-131C,2024-08-16T19:54:34.610400,14.6585354,0.0111539,98.663,3.6445,312.4406,46.7404,0,U,50467,999,14121,0.00038937,2.27e-05,0
ONEWEB-0389,2021-132A,2024-08-16T06:58:19.077312,13.17650574,0.0002358,87.9189,139.2827,78.8914,281.2483,0,U,50469,999,12986,0.00018569,8.5e-07,0
ONEWEB-0390,2021-132B,2024-08-16T07:00:38.482848,13.17652265,0.0002038,87.9187,139.29,86.7142,273.4223,0,U,50470,999,12986,0.00028562,1.24e-06,0
ONEWEB-0391,2021-132C,2024-08-16T07:02:58.606368,13.17647795,0.0002334,87.9194,139.2775,76.5171,283.622,0,U,50471,999,12986,0.00013477,6.5e-07,0
ONEWEB-0392,2021-132D,2024-08-16T05:55:30.193536,13.17648576,0.0002538,87.918,139.2782,78.0924,282.0492,0,U,50472,999,12989,-0.0010462,-3.93e-06,0
ONEWEB-0393,2021-132E,2024-08-16T07:07:49.537632,13.17647749,0.0002191,87.919,139.2511,78.7647,281.3731,0,U,50473,999,12989,8.022e-05,4.4e-07,0
ONEWEB-0394,2021-132F,2024-08-16T04:25:17.475456,13.18687316,0.0001927,87.9107,108.8379,76.0997,284.0349,0,U,50474,999,13456,0.00025627,1.14e-06,0
ONEWEB-0395,2021-132G,2024-08-16T08:35:02.589504,13.1141382,0.0002286,87.8997,154.4533,81.4579,278.6808,0,U,50475,999,12792,-0.0014338,-4.95e-06,0
ONEWEB-0396,2021-132H,2024-08-16T04:16:10.769088,13.18662007,0.0002216,87.9109,108.8393,72.0493,288.088,0,U,50476,999,13333,0.013672,5.404e-05,0
ONEWEB-0397,2021-132J,2024-08-16T04:36:40.340448,13.18687237,0.0001818,87.9113,108.838,70.1015,290.0313,0,U,50477,999,13331,7.9371e-05,4.4e-07,0
ONEWEB-0398,2021-132K,2024-08-16T07:48:41.182560,13.11416517,0.000207,87.8993,154.4371,88.6159,271.5207,0,U,50478,999,12781,0.0016727,6.06e-06,0
ONEWEB-0399,2021-132L,2024-08-16T07:29:09.613248,13.11418826,0.0002174,87.8996,154.4577,67.1332,293.0025,0,U,50479,999,12780,0.00083933,3.1e-06,0
ONEWEB-0400,2021-132M,2024-08-16T04:07:03.861408,13.18688475,0.0001795,87.9108,108.843,84.4467,275.687,0,U,50480,999,13330,0.0001519,7.3e-07,0
ONEWEB-0401,2021-132N,2024-08-16T05:08:31.769376,13.18685559,0.0001778,87.9106,108.831,68.2228,291.9093,0,U,50481,999,13331,-0.00065611,-2.46e-06,0
ONEWEB-0402,2021-132P,2024-08-16T04:18:27.825408,13.18686033,0.0001652,87.9108,108.8353,51.2691,308.8589,0,U,50482,999,13333,0.00011421,5.8e-07,0
ONEWEB-0403,2021-132Q,2024-08-16T04:52:35.971104,13.18684369,0.0001969,87.911,108.8393,73.514,286.6209,0,U,50483,999,13329,0.00010249,5.3e-07,0
ONEWEB-0404,2021-132R,2024-08-16T07:02:17.235456,13.11416968,0.000245,87.9006,154.4381,75.3786,284.7614,0,U,50484,999,12789,-0.0011562,-3.97e-06,0
ONEWEB-0405,2021-132S,2024-08-16T05:15:21.504960,13.18684105,0.0001809,87.9109,108.8256,64.2484,295.8834,0,U,50485,999,13369,0.00021747,9.9e-07,0
ONEWEB-0406,2021-132T,2024-08-16T04:59:25.736928,13.18684211,0.0002373,87.9113,108.8408,89.0859,271.0545,0,U,50486,999,13332,7.6219e-05,4.3e-07,0
